frequency,angle,length,velocity,thickness,pressure
1000,8.9,0.1016,39.6,0.0124596,129.58
1000,15.4,0.0508,71.3,0.0264269,131.865
2000,4,0.3048,39.6,0.00579636,120.963
10000,0,0.0254,55.5,0.00041229,134.563
6300,7.3,0.2286,55.5,0.0111706,111.534
4000,0,0.1016,71.3,0.00121072,130.935
1600,4.2,0.0508,39.6,0.00152689,130.197
6300,2.7,0.1524,39.6,0.00294804,119.209
1000,7.3,0.2286,31.7,0.0132672,119.099
1600,0,0.1524,39.6,0.00193287,131.013
6300,0,0.3048,31.7,0.00331266,113.775
5000,3.3,0.1016,55.5,0.002211,124.839
630,6.7,0.1016,31.7,0.00592927,132.116
800,3.3,0.1016,71.3,0.00202822,131.074
6300,7.3,0.2286,71.3,0.0104404,115.818
3150,0,0.3048,31.7,0.00331266,119.135
1600,1.5,0.3048,39.6,0.00392107,122.211
1000,7.3,0.2286,55.5,0.0111706,125.194
8000,2.7,0.1524,39.6,0.00294804,116.659
400,8.9,0.1016,71.3,0.0103088,138.123
2000,4.2,0.0508,71.3,0.00142788,129.848
8000,0,0.1524,55.5,0.00172668,121.903
1000,2,0.2286,31.7,0.00372371,130.307
2000,12.3,0.1016,39.6,0.0408268,114.085
630,2.7,0.1524,39.6,0.00294804,125.809
3150,4,0.2286,55.5,0.0042862,122.394
2500,7.3,0.2286,55.5,0.0111706,118.994
1250,15.4,0.0508,31.7,0.0289853,123.255
2000,5.4,0.1524,31.7,0.00525474,122.771
2000,2.7,0.1524,39.6,0.00294804,128.139
5000,3.3,0.1016,39.6,0.00245138,122.371
500,17.4,0.0254,55.5,0.0165706,119.621
800,2,0.2286,39.6,0.00346574,129.037
5000,9.9,0.1524,31.7,0.0252785,109.949
800,9.9,0.1524,55.5,0.0208438,126.565
8000,3,0.3048,55.5,0.00452492,113.799
250,12.3,0.1016,71.3,0.0337792,131.568
3150,3,0.3048,55.5,0.00452492,120.189
1600,2,0.2286,71.3,0.00293031,127.796
500,17.4,0.0254,71.3,0.016104,119.806
1250,0,0.1016,55.5,0.00131983,131.43
400,4,0.2286,31.7,0.00509068,126.149
315,2,0.2286,39.6,0.00346574,120.137
1000,15.4,0.0508,31.7,0.0289853,124.525
16000,0,0.1524,55.5,0.00172668,112.803
315,3,0.3048,31.7,0.00529514,123.118
1250,6.7,0.1016,39.6,0.00578076,132.395
250,8.9,0.1016,39.6,0.0124596,134.34
5000,3.3,0.1016,71.3,0.00202822,127.054
4000,5.4,0.1524,39.6,0.00485029,117.137
8000,4.8,0.0254,31.7,0.000930789,127.008
4000,7.3,0.2286,55.5,0.0111706,117.284
12500,4.8,0.0254,55.5,0.000873218,125.094
2500,5.4,0.1524,55.5,0.00433288,124.077
6300,4,0.2286,55.5,0.0042862,117.154
2500,4.8,0.0254,39.6,0.000907475,131.236
800,5.4,0.1524,39.6,0.00485029,132.757
4000,8.4,0.0508,55.5,0.00544854,122.612
5000,15.4,0.0508,71.3,0.0264269,119.135
1250,17.4,0.0254,31.7,0.0176631,128.306
1250,8.4,0.0508,71.3,0.00529514,132.086
1600,8.4,0.0508,39.6,0.00566229,130.965
1250,9.9,0.1524,31.7,0.0252785,118.619
4000,0,0.3048,55.5,0.00283081,121.106
12500,4.2,0.0508,71.3,0.00142788,117.328
12500,0,0.1524,55.5,0.00172668,117.093
1600,6.7,0.1016,71.3,0.00478288,136.678
800,0,0.3048,39.6,0.00310138,129.099
800,3.3,0.1016,39.6,0.00245138,129.991
3150,19.7,0.0508,39.6,0.036484,113.004
400,15.4,0.0508,71.3,0.0264269,126.805
1600,0,0.0508,55.5,0.00076193,128.576
3150,3,0.3048,39.6,0.00495741,118.922
200,7.3,0.2286,31.7,0.0132672,128.679
1600,15.6,0.1016,71.3,0.0437259,121.528
2500,15.4,0.0508,71.3,0.0264269,127.625
315,9.5,0.0254,39.6,0.00449821,119.294
4000,0,0.0508,71.3,0.000740478,134.43
20000,0,0.0254,71.3,0.000400682,123.217
630,15.4,0.0508,71.3,0.0264269,129.645
3150,22.2,0.0254,71.3,0.0214178,124.127
2500,8.9,0.1016,39.6,0.0124596,119.19
5000,4,0.3048,39.6,0.00579636,113.733
800,4,0.2286,55.5,0.0042862,131.864
1000,5.4,0.1524,39.6,0.00485029,130.507
1600,0,0.0254,31.7,0.000439472,129.267
1000,1.5,0.3048,71.3,0.00336729,125.992
4000,2,0.2286,31.7,0.00372371,120.527
4000,0,0.1524,71.3,0.0015988,128.857
5000,12.7,0.0254,39.6,0.0130253,125.107
1000,17.4,0.0254,39.6,0.0172206,138.274
1250,4.8,0.0254,31.7,0.000930789,127.408
1600,0,0.1016,39.6,0.00146332,133.261
2500,9.5,0.0254,55.5,0.0043284,134.152
1600,0,0.2286,39.6,0.00253511,127.095
1600,12.6,0.1524,71.3,0.0483159,120.534
315,12.7,0.0254,39.6,0.0130253,123.537
2000,17.4,0.0254,39.6,0.0172206,126.644
5000,7.3,0.2286,55.5,0.0111706,113.144
2500,11.2,0.0508,39.6,0.0150478,122.17
6300,0,0.1016,39.6,0.00146332,125.631
2500,4.2,0.0508,39.6,0.00152689,133.847
2000,9.5,0.0254,31.7,0.00461377,130.496
3150,0,0.3048,71.3,0.00266337,125.201
4000,0,0.3048,39.6,0.00310138,119.229
315,5.4,0.1524,31.7,0.00525474,125.741
5000,0,0.1524,39.6,0.00193287,123.453
800,0,0.0508,71.3,0.000740478,130.96
200,12.3,0.1016,39.6,0.0408268,128.545
315,17.4,0.0254,71.3,0.016104,115.846
400,12.7,0.0254,71.3,0.0121808,125.048
3150,4.8,0.0254,55.5,0.000873218,132.354
4000,3,0.3048,39.6,0.00495741,116.792
6300,9.9,0.1524,55.5,0.0208438,110.555
1600,5.4,0.1524,71.3,0.00401199,133.241
1250,0,0.2286,71.3,0.00214345,128.144
630,3,0.3048,55.5,0.00452492,129.569
6300,0,0.1524,71.3,0.0015988,125.427
400,12.3,0.1016,55.5,0.0368233,136.414
4000,9.9,0.1524,31.7,0.0252785,111.459
630,0,0.1524,39.6,0.00193287,124.403
3150,15.4,0.0508,31.7,0.0289853,118.045
2500,3,0.3048,71.3,0.00425727,124.024
2000,0,0.1524,31.7,0.00209405,128.907
8000,12.7,0.0254,71.3,0.0121808,120.538
16000,0,0.3048,71.3,0.00266337,108.721
2000,5.4,0.1524,71.3,0.00401199,131.111
800,4,0.2286,31.7,0.00509068,130.869
6300,0,0.3048,55.5,0.00283081,117.976
630,0,0.1524,55.5,0.00172668,123.583
3150,4.8,0.0254,31.7,0.000930789,134.268
2500,4,0.2286,71.3,0.00400603,124.338
4000,7.2,0.1524,39.6,0.00909175,114.258
400,17.4,0.0254,39.6,0.0172206,115.444
250,12.6,0.1524,39.6,0.0584113,115.89
1250,17.4,0.0254,39.6,0.0172206,131.364
315,5.3,0.2286,39.6,0.00614329,129.691
2500,0,0.0508,31.7,0.000812164,134.87
1000,5.4,0.1524,55.5,0.00433288,132.127
500,15.4,0.0508,55.5,0.0271925,127.22
630,9.9,0.1524,55.5,0.0208438,127.315
10000,3,0.3048,71.3,0.00425727,110.224
250,15.6,0.1016,39.6,0.0528487,124.644
800,9.5,0.0254,31.7,0.00461377,130.746
2000,6.7,0.1016,55.5,0.0052139,129.653
1600,15.4,0.0508,71.3,0.0264269,130.065
4000,4.2,0.0508,71.3,0.00142788,133.598
400,6.7,0.1016,39.6,0.00578076,128.295
800,5.4,0.1524,31.7,0.00525474,131.491
800,8.4,0.0508,39.6,0.00566229,128.435
4000,0,0.1524,31.7,0.00209405,123.807
5000,17.4,0.0254,71.3,0.016104,123.126
630,2.7,0.1524,71.3,0.00243851,127.404
200,15.6,0.1016,39.6,0.0528487,123.514
2500,8.9,0.1016,71.3,0.0103088,123.623
3150,0,0.0254,55.5,0.00041229,130.503
1250,2,0.2286,71.3,0.00293031,128.816
1000,0,0.0508,39.6,0.000791822,127.638
1000,9.9,0.1524,71.3,0.0193001,126.349
400,3,0.3048,39.6,0.00495741,125.472
500,9.5,0.0254,39.6,0.00449821,123.894
5000,9.5,0.0254,55.5,0.0043284,128.412
5000,7.2,0.1524,39.6,0.00909175,113.288
200,12.3,0.1016,55.5,0.0368233,132.304
1250,3.3,0.1016,31.7,0.00251435,134.022
400,0,0.2286,55.5,0.00229336,121.66
2500,7.3,0.2286,39.6,0.0123481,116.559
5000,0,0.3048,55.5,0.00283081,119.606
500,2.7,0.1524,39.6,0.00294804,121.009
800,11.2,0.0508,71.3,0.014072,136.031
3150,0,0.1524,39.6,0.00193287,125.603
2500,3,0.3048,31.7,0.00529514,119.598
2000,0,0.1016,39.6,0.00146332,133.251
12500,2.7,0.1524,39.6,0.00294804,108.649
2500,15.6,0.1016,39.6,0.0528487,110.264
3150,0,0.0254,71.3,0.000400682,137.007
800,9.5,0.0254,55.5,0.0043284,128.082
4000,7.3,0.2286,71.3,0.0104404,119.208
1250,5.4,0.1524,31.7,0.00525474,123.991
4000,0,0.0508,55.5,0.00076193,134.946
4000,0,0.2286,71.3,0.00214345,125.824
3150,0,0.1016,55.5,0.00131983,131.78
2500,12.6,0.1524,71.3,0.0483159,115.234
6300,7.3,0.2286,31.7,0.0132672,110.689
630,11.2,0.0508,39.6,0.0150478,133.13
5000,8.4,0.0508,71.3,0.00529514,121.146
315,8.9,0.1016,39.6,0.0124596,135.38
16000,0,0.0254,31.7,0.000439472,125.627
2500,4.8,0.0254,55.5,0.000873218,129.144
5000,4,0.2286,31.7,0.00509068,115.969
400,8.9,0.1016,39.6,0.0124596,135.54
4000,7.3,0.2286,31.7,0.0132672,112.639
3150,17.4,0.0254,55.5,0.0165706,124.101
6300,5.4,0.1524,39.6,0.00485029,116.677
3150,0,0.0254,39.6,0.000428464,133.276
500,7.3,0.2286,31.7,0.0132672,128.169
1000,9.9,0.1524,31.7,0.0252785,122.149
1250,12.6,0.1524,39.6,0.0584113,112.16
6300,3.3,0.1016,31.7,0.00251435,120.702
3150,1.5,0.3048,71.3,0.00336729,123.392
500,7.3,0.2286,39.6,0.0123481,130.299
800,0,0.1016,55.5,0.00131983,127.92
2500,8.4,0.0508,55.5,0.00544854,131.542
2000,0,0.2286,71.3,0.00214345,128.244
800,4.8,0.0254,39.6,0.000907475,120.766
2500,19.7,0.0508,71.3,0.0341183,118.385
4000,15.6,0.1016,39.6,0.0528487,106.604
1000,11.2,0.0508,71.3,0.014072,136.941
4000,9.5,0.0254,55.5,0.0043284,131.582
1600,12.7,0.0254,71.3,0.0121808,134.528
4000,8.4,0.0508,31.7,0.00580776,118.106
800,1.5,0.3048,39.6,0.00392107,128.831
10000,0,0.1016,55.5,0.00131983,121.93
250,17.4,0.0254,31.7,0.0176631,116.956
2500,3.3,0.1016,31.7,0.00251435,130.392
2000,4,0.3048,71.3,0.00497773,124.395
1000,9.9,0.1524,39.6,0.0233328,123.835
5000,22.2,0.0254,39.6,0.0229028,118.816
1000,22.2,0.0254,71.3,0.0214178,134.247
630,3,0.3048,39.6,0.00495741,129.292
500,6.7,0.1016,31.7,0.00592927,130.206
2500,2.7,0.1524,39.6,0.00294804,125.589
3150,12.3,0.1016,71.3,0.0337792,120.798
500,15.6,0.1016,39.6,0.0528487,115.304
1600,7.3,0.2286,71.3,0.0104404,125.728
2000,17.4,0.0254,31.7,0.0176631,124.356
3150,12.6,0.1524,39.6,0.0584113,106.26
2000,0,0.3048,39.6,0.00310138,123.689
400,7.3,0.2286,31.7,0.0132672,130.269
5000,0,0.0254,39.6,0.000428464,136.536
4000,4.2,0.0508,39.6,0.00152689,131.807
500,0,0.3048,39.6,0.00310138,126.959
1000,4,0.3048,71.3,0.00497773,131.015
1250,7.2,0.1524,39.6,0.00909175,122.428
2000,7.3,0.2286,55.5,0.0111706,120.354
1600,0,0.1524,55.5,0.00172668,130.183
6300,0,0.3048,71.3,0.00266337,119.541
1250,0,0.1524,31.7,0.00209405,131.467
2500,0,0.2286,55.5,0.00229336,126.54
1250,8.9,0.1016,39.6,0.0124596,127.71
3150,4,0.2286,39.6,0.00473801,120.419
3150,4.2,0.0508,39.6,0.00152689,133.587
2500,12.6,0.1524,39.6,0.0584113,106.88
16000,2.7,0.1524,71.3,0.00243851,110.364
4000,9.9,0.1524,71.3,0.0193001,115.079
250,4,0.2286,31.7,0.00509068,120.189
250,7.3,0.2286,55.5,0.0111706,136.384
1600,17.4,0.0254,55.5,0.0165706,126.471
2500,22.2,0.0254,39.6,0.0229028,121.306
5000,2,0.2286,39.6,0.00346574,118.827
5000,0,0.2286,55.5,0.00229336,122.41
315,9.9,0.1524,55.5,0.0208438,132.355
5000,8.4,0.0508,55.5,0.00544854,115.812
500,8.9,0.1016,39.6,0.0124596,133.79
1250,0,0.0254,31.7,0.000439472,127.947
500,4,0.3048,39.6,0.00579636,130.173
4000,9.9,0.1524,55.5,0.0208438,112.945
200,0,0.3048,39.6,0.00310138,118.129
1600,3.3,0.1016,71.3,0.00202822,133.664
500,12.7,0.0254,39.6,0.0130253,127.127
4000,3,0.3048,71.3,0.00425727,120.264
6300,9.5,0.0254,39.6,0.00449821,120.324
6300,5.3,0.2286,71.3,0.0051942,116.92
1250,2,0.2286,55.5,0.00313525,128.762
6300,5.3,0.2286,39.6,0.00614329,112.541
1250,4,0.2286,55.5,0.0042862,131.264
250,17.4,0.0254,55.5,0.0165706,110.491
1600,3,0.3048,31.7,0.00529514,122.088
2500,2,0.2286,55.5,0.00313525,123.862
8000,0,0.0508,31.7,0.000812164,126.59
2500,12.3,0.1016,39.6,0.0408268,113.315
8000,12.7,0.0254,39.6,0.0130253,120.607
2500,0,0.1524,71.3,0.0015988,128.127
1000,7.2,0.1524,71.3,0.00752039,134.273
4000,0,0.0508,31.7,0.000812164,134.11
5000,3,0.3048,39.6,0.00495741,115.792
630,6.7,0.1016,71.3,0.00478288,131.448
2000,9.9,0.1524,71.3,0.0193001,120.779
200,15.4,0.0508,39.6,0.0282593,121.783
1000,12.3,0.1016,39.6,0.0408268,122.435
2500,0,0.1524,31.7,0.00209405,125.867
200,9.5,0.0254,31.7,0.00461377,119.146
5000,8.9,0.1016,71.3,0.0103088,116.723
5000,9.5,0.0254,39.6,0.00449821,125.044
3150,9.9,0.1524,39.6,0.0233328,113.525
1250,0,0.1016,31.7,0.00150092,133.063
3150,4.8,0.0254,71.3,0.000848633,133.378
12500,0,0.1524,71.3,0.0015988,117.087
3150,7.3,0.2286,31.7,0.0132672,113.229
400,19.7,0.0508,39.6,0.036484,130.614
2500,4,0.2286,39.6,0.00473801,119.649
630,22.2,0.0254,71.3,0.0214178,120.657
250,22.2,0.0254,39.6,0.0229028,117.386
4000,15.6,0.1016,71.3,0.0437259,113.298
10000,3.3,0.1016,39.6,0.00245138,115.321
500,5.4,0.1524,39.6,0.00485029,129.937
500,1.5,0.3048,39.6,0.00392107,126.661
10000,0,0.1524,55.5,0.00172668,119.253
400,22.2,0.0254,71.3,0.0214178,117.927
4000,17.4,0.0254,39.6,0.0172206,122.724
4000,9.5,0.0254,31.7,0.00461377,126.736
200,17.4,0.0254,71.3,0.016104,112.506
500,4,0.2286,31.7,0.00509068,128.939
1250,12.3,0.1016,71.3,0.0337792,126.648
1600,4,0.2286,71.3,0.00400603,129.468
250,9.5,0.0254,31.7,0.00461377,120.136
2500,3,0.3048,39.6,0.00495741,120.162
6300,4,0.3048,71.3,0.00497773,116.165
500,7.3,0.2286,55.5,0.0111706,133.174
315,12.6,0.1524,39.6,0.0584113,116.02
1600,0,0.0508,71.3,0.000740478,129.68
400,3,0.3048,31.7,0.00529514,125.398
630,7.2,0.1524,39.6,0.00909175,133.198
4000,5.4,0.1524,71.3,0.00401199,121.431
5000,2,0.2286,55.5,0.00313525,120.472
8000,0,0.1524,71.3,0.0015988,122.527
6300,2.7,0.1524,71.3,0.00243851,121.944
200,9.5,0.0254,39.6,0.00449821,116.074
1250,12.6,0.1524,71.3,0.0483159,120.154
8000,0,0.0254,71.3,0.000400682,129.867
500,5.4,0.1524,31.7,0.00525474,129.681
1600,12.3,0.1016,71.3,0.0337792,124.748
500,15.4,0.0508,71.3,0.0264269,127.285
6300,4.2,0.0508,71.3,0.00142788,129.308
12500,1.5,0.3048,39.6,0.00392107,106.111
200,15.4,0.0508,71.3,0.0264269,123.595
500,2,0.2286,31.7,0.00372371,126.677
6300,3,0.3048,55.5,0.00452492,115.679
200,7.3,0.2286,71.3,0.0104404,138.758
1600,5.4,0.1524,31.7,0.00525474,123.761
5000,4,0.2286,39.6,0.00473801,117.649
1600,0,0.3048,31.7,0.00331266,122.365
5000,0,0.0508,71.3,0.000740478,134.43
3150,4,0.3048,39.6,0.00579636,118.743
2000,15.6,0.1016,71.3,0.0437259,119.888
630,9.5,0.0254,39.6,0.00449821,126.514
500,5.4,0.1524,55.5,0.00433288,129.367
315,7.3,0.2286,31.7,0.0132672,130.239
800,15.4,0.0508,71.3,0.0264269,131.515
6300,9.5,0.0254,31.7,0.00461377,120.726
4000,2,0.2286,39.6,0.00346574,120.227
5000,0,0.3048,71.3,0.00266337,121.301
500,4.8,0.0254,31.7,0.000930789,116.128
2500,0,0.1016,71.3,0.00121072,132.595
12500,0,0.0254,55.5,0.00041229,131.453
8000,3,0.3048,39.6,0.00495741,110.652
4000,15.4,0.0508,31.7,0.0289853,115.635
2000,15.4,0.0508,39.6,0.0282593,123.443
6300,15.6,0.1016,39.6,0.0528487,104.204
1600,12.7,0.0254,39.6,0.0130253,129.977
2000,9.9,0.1524,55.5,0.0208438,119.505
400,5.3,0.2286,71.3,0.0051942,127.7
250,12.3,0.1016,31.7,0.0418756,125.857
500,4,0.2286,71.3,0.00400603,126.758
1600,7.3,0.2286,39.6,0.0123481,121.059
1600,8.4,0.0508,71.3,0.00529514,133.846
500,7.3,0.2286,71.3,0.0104404,136.798
630,0,0.1016,31.7,0.00150092,126.413
16000,0,0.0254,55.5,0.00041229,125.683
2000,8.4,0.0508,71.3,0.00529514,134.476
3150,8.9,0.1016,71.3,0.0103088,123.263
8000,4,0.2286,39.6,0.00473801,113.129
2000,8.4,0.0508,55.5,0.00544854,133.042
1600,2.7,0.1524,39.6,0.00294804,130.049
1250,1.5,0.3048,39.6,0.00392107,125.211
800,6.7,0.1016,31.7,0.00592927,132.886
315,15.4,0.0508,39.6,0.0282593,124.493
3150,0,0.0508,39.6,0.000791822,135.938
4000,5.4,0.1524,55.5,0.00433288,119.737
500,2,0.2286,55.5,0.00313525,124.692
400,1.5,0.3048,39.6,0.00392107,124.001
2500,15.6,0.1016,71.3,0.0437259,118.998
4000,12.7,0.0254,71.3,0.0121808,131.808
1250,15.6,0.1016,71.3,0.0437259,123.178
400,2,0.2286,31.7,0.00372371,123.417
200,22.2,0.0254,39.6,0.0229028,116.066
4000,5.3,0.2286,39.6,0.00614329,115.801
630,9.9,0.1524,39.6,0.0233328,126.465
1600,17.4,0.0254,71.3,0.016104,126.406
400,9.9,0.1524,71.3,0.0193001,135.079
1600,15.6,0.1016,39.6,0.0528487,114.554
315,7.3,0.2286,71.3,0.0104404,139.808
